time,Gyroscope[x] Deg/sec,Gyroscope[y] Deg/sec,Gyroscope[z] Deg/sec,,,,time,Gravity[x] m/sec^2,Gravity[y] m/sec^2,Gravity[z] m/sec^2,,,,time,Acceleration[x] cm/sec^2,Acceleration[y] cm/sec^2,Acceleration[z] cm/sec^2,,,,time,Orientation[x] Deg,Orientation[y] Deg,Orientation[z] Deg,,,,
15:12:14.108+0300,-2.8,-17.814999,0.21000001,,,,15:12:14.110+0300,0.07962795,9.207139,3.3752983,,,,15:12:14.111+0300,1.0,-1.0,0.0,,,,15:12:14.112+0300,290.13788,0.49551028,108.27526,,,,
15:12:14.129+0300,-2.8,-17.814999,0.21000001,,,,15:12:14.130+0300,0.07962795,9.207139,3.3752983,,,,15:12:14.131+0300,1.0,-1.0,0.0,,,,15:12:14.131+0300,290.13788,0.49551028,108.27526,,,,
15:12:14.149+0300,-2.8,-17.814999,0.21000001,,,,15:12:14.150+0300,0.092764504,9.19641,3.404088,,,,15:12:14.151+0300,0.0,-1.0,0.0,,,,15:12:14.152+0300,290.31915,0.5779249,108.40579,,,,
15:12:14.168+0300,1.2950001,-5.8450003,0.035,,,,15:12:14.170+0300,0.092764504,9.19641,3.404088,,,,15:12:14.171+0300,0.0,-1.0,0.0,,,,15:12:14.171+0300,290.31915,0.5779249,108.40579,,,,
15:12:14.188+0300,1.2950001,-5.8450003,0.035,,,,15:12:14.190+0300,0.092764504,9.19641,3.404088,,,,15:12:14.191+0300,0.0,-1.0,0.0,,,,15:12:14.192+0300,290.31915,0.5779249,108.40579,,,,
15:12:14.208+0300,0.805,6.125,-0.28,,,,15:12:14.210+0300,0.07353256,9.204266,3.3832664,,,,15:12:14.213+0300,0.0,-1.0,-1.0,,,,15:12:14.214+0300,290.18658,0.45772427,108.237175,,,,
15:12:14.229+0300,2.625,-8.155,-0.07,,,,15:12:14.232+0300,0.0698226,9.206952,3.3760276,,,,15:12:14.233+0300,-1.0,-2.0,2.0,,,,15:12:14.235+0300,290.14105,0.43450472,108.21331,,,,
15:12:14.249+0300,0.48999998,-12.88,-0.24499999,,,,15:12:14.250+0300,0.082299806,9.209733,3.36815,,,,15:12:14.251+0300,0.0,-2.0,7.0,,,,15:12:14.252+0300,290.0938,0.5119916,108.32826,,,,
15:12:14.269+0300,-0.24499999,-9.134999,-0.175,,,,15:12:14.271+0300,0.09641718,9.205549,3.379195,,,,15:12:14.272+0300,2.0,-1.0,13.0,,,,15:12:14.273+0300,290.16483,0.6000832,108.46231,,,,
15:12:14.288+0300,-0.45499995,10.99,-0.14,,,,15:12:14.290+0300,0.088130124,9.201066,3.3916106,,,,15:12:14.291+0300,1.0,-1.0,-5.0,,,,15:12:14.292+0300,290.2407,0.5487766,108.36146,,,,
